"ì˙éû","âÔàıID","ÉâÅ[ÉÅÉì","ë÷Ç¶ã ","ë÷Ç¶ì˜","ÉrÅ[Éã","çdÇ≥","ëÿç›éûä‘"
2017-04-20 12:39:00,264,1,1,0,0,"ÉoÉäçd",16
2017-04-20 10:51:00,4044,1,0,0,1,"ÉoÉäçd",8
2017-04-20 13:19:00,2420,1,0,0,0,"ÉoÉäçd",18
2017-04-20 13:39:00,1555,1,0,0,1,"çd",7
2017-04-20 12:46:00,1497,1,2,0,0,"ÉoÉäçd",20
2017-04-20 12:57:00,510,1,0,0,0,"ÉoÉäçd",14
2017-04-20 10:38:00,4412,1,0,0,0,"ÉoÉäçd",15
2017-04-20 13:39:00,4257,1,1,0,0,"ÉoÉäçd",18
2017-04-20 12:52:00,3083,1,0,0,0,"ÉoÉäçd",17
2017-04-20 12:02:00,1857,1,1,1,0,"ÉoÉäçd",20
2017-04-20 12:08:00,1485,1,1,0,1,"ÉoÉäçd",15
2017-04-20 11:04:00,2904,1,0,1,0,"ÉoÉäçd",9
2017-04-20 14:58:00,2739,1,1,0,0,"çd",18
2017-04-20 12:10:00,1906,1,1,0,0,"ÉoÉäçd",6
2017-04-20 10:22:00,599,1,0,0,0,"ÉoÉäçd",7
2017-04-20 14:19:00,3729,1,1,0,0,"çd",13
2017-04-21 12:09:00,4887,1,2,0,0,"çd",7
2017-04-21 11:03:00,2396,1,1,0,0,"ÉoÉäçd",16
2017-04-21 12:13:00,4732,1,1,0,1,"ÉoÉäçd",18
2017-04-21 11:45:00,188,1,0,0,0,"ÉoÉäçd",6
2017-04-21 10:52:00,4165,1,1,0,0,"çd",20
2017-04-21 11:55:00,862,1,1,0,0,"çd",10
2017-04-21 12:28:00,597,1,0,0,0,"çd",15
2017-04-21 12:54:00,3480,1,1,0,0,"çd",15
2017-04-21 12:37:00,3045,1,0,0,0,"çd",7
2017-04-21 12:27:00,4892,1,0,0,0,"ÉoÉäçd",10
2017-04-21 15:18:00,4262,1,0,0,0,"çd",6
2017-04-21 13:34:00,3791,1,1,0,0,"çd",11
2017-04-21 12:58:00,3973,1,1,1,0,"ÉoÉäçd",19
2017-04-21 12:20:00,3125,1,0,0,0,"çd",14
2017-04-21 11:17:00,4476,1,0,1,0,"ÉoÉäçd",13
2017-04-21 10:21:00,2429,1,1,0,1,"çd",15
2017-04-21 12:46:00,2821,1,0,0,0,"ÉoÉäçd",7
2017-04-21 14:57:00,4021,1,2,0,0,"ÉoÉäçd",19
2017-04-21 12:01:00,3011,1,0,0,0,"ÉoÉäçd",6
2017-04-21 13:58:00,4610,1,1,0,0,"ÉoÉäçd",7
2017-04-21 10:53:00,3949,1,0,0,0,"çd",9
2017-04-21 13:39:00,3448,1,1,0,0,"çd",18
2017-04-21 12:41:00,2412,1,1,0,0,"ÉoÉäçd",13
2017-04-21 12:02:00,3291,1,0,1,0,"ÉoÉäçd",14
2017-04-21 11:50:00,1866,1,1,0,0,"ÉoÉäçd",9
2017-04-21 11:31:00,2713,1,0,0,0,"çd",19
2017-04-21 12:27:00,1711,1,1,0,0,"ïÅí ",8
2017-04-21 11:34:00,463,1,1,0,0,"ÉoÉäçd",17
2017-04-21 12:10:00,1973,1,0,1,0,"ÉoÉäçd",8
2017-04-21 12:21:00,847,1,1,0,0,"ÉoÉäçd",18
2017-04-21 12:56:00,1813,1,0,0,0,"çd",17
2017-04-21 11:47:00,560,1,1,1,0,"çd",13
2017-04-21 13:46:00,1845,1,1,0,1,"çd",13
2017-04-21 13:29:00,279,1,1,0,0,"çd",7
2017-04-21 11:17:00,4948,1,1,0,0,"ÉoÉäçd",10
2017-04-21 14:21:00,2479,1,2,0,0,"ÉoÉäçd",9
2017-04-21 12:57:00,2990,1,2,0,0,"ÉoÉäçd",11
2017-04-21 12:41:00,229,1,0,0,0,"ÉoÉäçd",16
2017-04-21 13:47:00,4060,1,0,0,0,"ÉoÉäçd",18
2017-04-21 13:21:00,143,1,0,0,0,"çd",8
2017-04-21 12:32:00,862,1,0,0,0,"ÉoÉäçd",14
2017-04-21 12:44:00,1390,1,0,0,0,"çd",13
2017-04-21 13:09:00,3997,1,1,1,0,"çd",13
2017-04-21 12:26:00,2639,1,1,0,0,"ÉoÉäçd",13
2017-04-21 09:33:00,1226,1,2,0,0,"ÉoÉäçd",13
2017-04-21 14:17:00,665,1,1,0,0,"ïÅí ",6
2017-04-21 13:14:00,3410,1,0,0,0,"ÉoÉäçd",15
2017-04-21 11:59:00,1195,1,0,0,0,"ïÅí ",18
2017-04-21 11:55:00,4913,1,0,0,0,"ÉoÉäçd",16
2017-04-21 12:59:00,2902,1,0,0,0,"ÉoÉäçd",8
2017-04-21 13:30:00,1480,1,1,0,0,"ÉoÉäçd",6
2017-04-21 12:55:00,3131,1,0,0,0,"çd",18
2017-04-21 10:26:00,1335,1,1,0,0,"ÉoÉäçd",13
2017-04-21 12:44:00,548,1,0,0,0,"ÉoÉäçd",6
2017-04-21 11:50:00,4499,1,0,0,0,"çd",19
2017-04-21 13:02:00,3223,1,0,0,0,"çd",18
2017-04-21 12:23:00,1210,1,0,0,0,"çd",13
2017-04-21 12:24:00,4119,1,1,0,0,"ÉoÉäçd",15
2017-04-21 10:53:00,3253,1,1,1,0,"çd",10
2017-04-21 12:12:00,4392,1,1,1,0,"ÉoÉäçd",11
2017-04-21 12:39:00,4191,1,0,0,0,"ÉoÉäçd",9
2017-04-21 11:35:00,1513,1,1,0,1,"ÉoÉäçd",19
2017-04-21 13:05:00,2968,1,0,0,1,"ÉoÉäçd",16
2017-04-21 12:47:00,708,1,1,0,0,"ÉoÉäçd",9
2017-04-21 10:43:00,4439,1,0,0,1,"çd",8
2017-04-21 12:23:00,1634,1,1,0,0,"ÉoÉäçd",10
2017-04-21 13:21:00,1146,1,2,1,0,"ÉoÉäçd",12
2017-04-21 11:34:00,106,1,0,0,0,"ÉoÉäçd",16
2017-04-21 12:38:00,3846,1,0,0,0,"çd",9
2017-04-21 13:47:00,2764,1,1,0,1,"çd",14
2017-04-21 12:45:00,1450,1,1,1,0,"ÉoÉäçd",10
2017-04-21 12:54:00,3915,1,0,0,0,"ÉoÉäçd",10
2017-04-21 12:49:00,4448,1,0,0,0,"çd",12
2017-04-21 12:09:00,2684,1,1,0,0,"ÉoÉäçd",10
2017-04-21 12:20:00,701,1,1,0,0,"ÉoÉäçd",11
2017-04-21 11:22:00,2504,1,1,0,0,"ÉoÉäçd",17
2017-04-21 13:44:00,1752,1,1,0,0,"ÉoÉäçd",19
2017-04-21 12:50:00,3904,1,1,0,0,"çd",14
2017-04-21 14:58:00,2596,1,1,0,0,"ÉoÉäçd",6
2017-04-21 09:07:00,4103,1,0,0,0,"çd",9
2017-04-21 13:31:00,1636,1,2,0,0,"ÉoÉäçd",18
2017-04-21 11:48:00,4449,1,1,0,0,"ÉoÉäçd",7
2017-04-21 12:50:00,1234,1,1,0,0,"ÉoÉäçd",6
2017-04-21 12:37:00,642,1,0,0,0,"ÉoÉäçd",9
2017-04-21 11:35:00,2055,1,0,0,1,"çd",19
2017-04-21 10:58:00,723,1,1,0,1,"ÉoÉäçd",13
2017-04-21 10:30:00,4723,1,0,0,0,"ÉoÉäçd",17
2017-04-21 13:57:00,4519,1,1,0,0,"ÉoÉäçd",19
2017-04-21 13:35:00,1597,1,0,0,0,"ÉoÉäçd",9
2017-04-21 13:36:00,866,1,1,0,0,"ÉoÉäçd",15
2017-04-21 11:43:00,958,1,0,0,0,"ÉoÉäçd",13
2017-04-21 13:12:00,2876,1,1,0,0,"çd",17
2017-04-21 11:10:00,4635,1,0,0,0,"ÉoÉäçd",13
2017-04-21 11:45:00,1821,1,1,0,0,"ïÅí ",10
2017-04-21 14:38:00,2977,1,0,0,0,"çd",18
2017-04-21 11:43:00,3044,1,0,0,0,"ÉoÉäçd",8
2017-04-21 13:13:00,1903,1,0,0,0,"ÉoÉäçd",7
2017-04-21 12:36:00,1934,1,0,0,0,"ÉoÉäçd",20
2017-04-21 12:47:00,3159,1,0,0,0,"ÉoÉäçd",12
2017-04-21 13:22:00,654,1,0,0,0,"ÉoÉäçd",7
2017-04-21 13:20:00,827,1,1,0,1,"ÉoÉäçd",11
2017-04-21 12:03:00,633,1,2,0,0,"ÉoÉäçd",9
2017-04-21 13:20:00,4009,1,1,0,0,"ÉoÉäçd",11
2017-04-21 11:36:00,3473,1,1,0,1,"ÉoÉäçd",19
2017-04-21 10:30:00,2286,1,2,0,0,"ÉoÉäçd",8
2017-04-21 13:44:00,2288,1,2,0,0,"ÉoÉäçd",10
2017-04-21 13:51:00,2658,1,0,0,1,"ÉoÉäçd",13
2017-04-21 11:01:00,776,1,1,0,0,"ÉoÉäçd",15
2017-04-21 12:47:00,4672,1,1,0,0,"ÉoÉäçd",6
2017-04-21 14:06:00,2432,1,1,0,1,"ÉoÉäçd",17
2017-04-21 12:02:00,1194,1,1,1,0,"ÉoÉäçd",12
2017-04-22 13:44:00,2995,1,0,1,1,"çd",8
2017-04-22 12:53:00,2057,1,2,0,0,"çd",8
2017-04-22 08:09:00,4356,1,0,0,1,"çd",21
2017-04-22 14:04:00,1270,1,0,1,0,"çd",9
2017-04-22 11:14:00,4699,1,0,0,1,"çd",15
2017-04-22 13:33:00,1912,1,0,0,0,"ÉoÉäçd",8
2017-04-22 09:25:00,2521,1,2,0,0,"ÉoÉäçd",9
2017-04-22 14:53:00,139,1,0,0,0,"çd",19
2017-04-22 12:55:00,2421,1,1,1,1,"çd",7
2017-04-22 12:40:00,1407,1,1,0,0,"ÉoÉäçd",19
2017-04-22 12:23:00,3784,1,0,1,0,"çd",7
2017-04-22 12:30:00,2013,1,0,0,0,"ÉoÉäçd",12
2017-04-22 10:03:00,3938,1,3,0,1,"çd",15
2017-04-22 10:55:00,2287,1,1,0,0,"çd",9
2017-04-22 09:49:00,4188,1,0,0,1,"ÉoÉäçd",13
2017-04-22 14:04:00,3082,1,2,0,0,"ÉoÉäçd",23
2017-04-22 10:24:00,2997,1,1,1,0,"çd",18
2017-04-22 12:22:00,3682,1,3,0,0,"ÉoÉäçd",13
2017-04-22 15:40:00,1062,1,0,0,1,"çd",11
2017-04-22 11:47:00,1169,1,0,0,0,"çd",11
2017-04-22 09:37:00,1422,1,1,0,0,"ïÅí ",14
2017-04-22 11:43:00,4822,1,2,0,0,"ïÅí ",24
2017-04-22 14:19:00,1190,1,1,0,0,"çd",21
2017-04-22 12:58:00,1927,1,1,1,1,"ÉoÉäçd",19
2017-04-22 08:42:00,4208,1,0,0,1,"çd",19
2017-04-22 12:44:00,3873,1,1,0,0,"ÉoÉäçd",8
2017-04-22 17:16:00,4840,1,1,1,0,"ïÅí ",12
2017-04-22 14:37:00,4956,1,1,1,0,"çd",21
2017-04-22 14:44:00,3411,1,1,1,0,"çd",22
2017-04-22 09:12:00,8,1,2,0,0,"çd",15
2017-04-22 07:55:00,2523,1,0,0,1,"çd",20
2017-04-22 15:25:00,4239,1,1,0,0,"ÉoÉäçd",8
2017-04-22 17:30:00,1795,1,1,1,1,"ÉoÉäçd",25
2017-04-22 10:49:00,1728,1,1,1,1,"çd",17
2017-04-22 09:21:00,2432,1,0,0,0,"çd",25
2017-04-22 09:36:00,4954,1,0,0,1,"ÉoÉäçd",19
2017-04-22 06:18:00,2940,1,1,1,0,"çd",11
2017-04-22 13:59:00,4700,1,1,0,0,"ïÅí ",17
2017-04-22 17:58:00,3949,1,0,0,1,"ÉoÉäçd",18
2017-04-22 14:31:00,3064,1,1,1,1,"çd",15
2017-04-22 14:47:00,3754,1,2,0,1,"çd",13
2017-04-22 16:55:00,1264,1,1,0,1,"çd",14
2017-04-22 09:50:00,2837,1,1,0,1,"ÉoÉäçd",24
2017-04-22 13:47:00,3121,1,0,0,0,"ïÅí ",13
2017-04-22 14:33:00,683,1,1,0,1,"çd",9
2017-04-22 10:06:00,117,1,2,0,0,"çd",7
2017-04-22 18:36:00,3633,1,1,1,0,"çd",10
2017-04-22 15:01:00,3775,1,1,0,1,"çd",7
2017-04-22 10:20:00,4688,1,1,1,1,"çd",19
2017-04-22 15:36:00,4070,1,1,1,0,"ÉoÉäçd",16
2017-04-22 09:18:00,3709,1,0,0,0,"çd",16
2017-04-22 17:19:00,2884,1,1,0,0,"çd",21
2017-04-22 12:39:00,3996,1,2,0,1,"çd",23
2017-04-22 12:41:00,3987,1,2,1,0,"ÉoÉäçd",18
2017-04-22 13:57:00,3304,1,1,0,1,"ÉoÉäçd",16
2017-04-22 17:25:00,3959,1,1,0,0,"ïÅí ",20
2017-04-22 12:13:00,2484,1,2,0,0,"ÉoÉäçd",13
2017-04-22 15:47:00,3879,1,2,1,1,"ÉoÉäçd",25
2017-04-22 11:19:00,1090,1,0,0,1,"ÉoÉäçd",15
2017-04-22 08:31:00,2192,1,0,0,1,"çd",14
2017-04-22 16:02:00,3592,1,0,0,0,"ÉoÉäçd",19
2017-04-22 14:17:00,1493,1,1,1,1,"ÉoÉäçd",8
2017-04-22 16:40:00,1891,1,2,0,0,"ÉoÉäçd",9
2017-04-22 08:44:00,4833,1,1,0,0,"çd",13
2017-04-22 14:53:00,1199,1,0,1,1,"çd",17
2017-04-22 10:57:00,516,1,2,1,0,"çd",8
2017-04-22 12:36:00,2261,1,0,1,1,"çd",20
2017-04-22 11:17:00,1950,1,2,1,0,"çd",17
2017-04-22 12:27:00,3908,1,1,0,1,"çd",22
2017-04-22 14:30:00,3731,1,1,0,0,"çd",19
2017-04-22 16:47:00,3657,1,2,1,0,"ÉoÉäçd",17
2017-04-22 07:19:00,1576,1,0,0,1,"çd",24
2017-04-22 10:15:00,1613,1,1,0,0,"çd",23
2017-04-22 12:21:00,2822,1,1,0,1,"ÉoÉäçd",12
2017-04-22 14:51:00,562,1,1,0,1,"çd",17
2017-04-22 12:06:00,250,1,3,0,1,"ÉoÉäçd",23
2017-04-22 14:26:00,3731,1,1,1,0,"çd",15
2017-04-22 13:39:00,225,1,1,0,1,"çd",12
2017-04-22 10:45:00,3080,1,0,0,0,"ïÅí ",9
2017-04-22 11:11:00,388,1,1,0,0,"çd",9
2017-04-22 12:45:00,3282,1,1,0,1,"ÉoÉäçd",16
2017-04-22 13:38:00,4997,1,1,1,1,"çd",16
2017-04-22 07:59:00,3785,1,2,0,1,"ïÅí ",18
2017-04-22 16:44:00,1543,1,1,0,0,"çd",12
2017-04-22 14:43:00,4389,1,0,0,1,"ÉoÉäçd",23
2017-04-22 10:03:00,1275,1,1,1,0,"ÉoÉäçd",12
2017-04-22 12:53:00,4368,1,0,1,0,"ïÅí ",11
2017-04-22 13:22:00,2386,1,1,1,1,"çd",8
2017-04-22 07:51:00,1826,1,0,1,0,"çd",22
2017-04-22 10:22:00,239,1,0,1,1,"ÉoÉäçd",11
2017-04-22 17:47:00,4513,1,1,0,1,"çd",17
2017-04-22 14:01:00,4427,1,3,0,0,"çd",14
2017-04-22 15:41:00,3294,1,0,1,0,"ÉoÉäçd",16
2017-04-22 08:49:00,270,1,1,0,0,"çd",10
2017-04-22 10:25:00,4639,1,1,0,1,"ÉoÉäçd",17
2017-04-22 11:34:00,2522,1,1,0,0,"ÉoÉäçd",19
2017-04-22 12:02:00,4104,1,0,1,0,"ïÅí ",10
2017-04-22 15:27:00,1613,1,0,1,1,"ÉoÉäçd",14
2017-04-22 13:16:00,1011,1,1,0,0,"çd",14
2017-04-22 12:29:00,1763,1,1,0,0,"çd",11
2017-04-22 11:11:00,719,1,0,1,1,"çd",25
2017-04-22 12:35:00,4108,1,1,1,1,"ÉoÉäçd",8
2017-04-22 13:59:00,2380,1,1,1,1,"çd",24
2017-04-22 10:46:00,2957,1,0,1,1,"çd",25
2017-04-22 13:10:00,1560,1,2,0,1,"çd",13
2017-04-22 13:25:00,4034,1,1,1,0,"ÉoÉäçd",18
2017-04-22 10:09:00,1852,1,0,0,1,"ïÅí ",17
2017-04-22 10:40:00,4815,1,0,0,0,"ÉoÉäçd",24
2017-04-22 15:17:00,2381,1,2,1,1,"çd",14
2017-04-22 14:28:00,4314,1,1,0,1,"çd",9
2017-04-22 09:32:00,3513,1,0,0,0,"ÉoÉäçd",21
2017-04-22 14:39:00,2786,1,0,0,0,"çd",17
2017-04-22 13:21:00,3504,1,0,0,0,"ÉoÉäçd",9
2017-04-22 09:35:00,1244,1,0,0,1,"çd",8
2017-04-22 11:39:00,4791,1,0,0,0,"ÉoÉäçd",22
2017-04-22 15:39:00,400,1,0,0,1,"ÉoÉäçd",13
2017-04-22 11:07:00,3853,1,1,1,1,"çd",7
2017-04-22 12:42:00,199,1,0,0,0,"çd",21
2017-04-22 12:02:00,1792,1,1,0,0,"çd",21
2017-04-22 09:27:00,285,1,1,1,0,"ÉoÉäçd",19
2017-04-22 08:20:00,4142,1,2,0,0,"ÉoÉäçd",10
2017-04-22 10:19:00,2095,1,1,1,0,"çd",19
2017-04-22 13:27:00,3218,1,1,1,1,"ÉoÉäçd",8
2017-04-22 14:41:00,3372,1,2,1,0,"çd",20
2017-04-22 12:08:00,4783,1,1,0,0,"ïÅí ",15
2017-04-22 08:20:00,4996,1,1,1,0,"ÉoÉäçd",10
2017-04-22 16:44:00,993,1,1,1,1,"çd",25
2017-04-22 09:04:00,1139,1,1,0,1,"çd",8
2017-04-23 09:13:00,322,1,1,0,0,"ÉoÉäçd",12
2017-04-23 17:17:00,1130,1,1,1,0,"çd",10
2017-04-23 11:35:00,1498,1,1,0,0,"ÉoÉäçd",15
2017-04-23 11:10:00,4680,1,0,1,0,"ÉoÉäçd",24
2017-04-23 13:45:00,566,1,0,0,0,"çd",14
2017-04-23 13:23:00,4619,1,1,1,0,"ÉoÉäçd",24
2017-04-23 14:26:00,1473,1,0,0,1,"ÉoÉäçd",25
2017-04-23 09:07:00,3242,1,0,0,1,"ÉoÉäçd",11
2017-04-23 15:47:00,1042,1,1,0,0,"çd",12
2017-04-23 13:44:00,1435,1,2,0,1,"çd",17
2017-04-23 10:18:00,802,1,0,0,1,"çd",23
2017-04-23 14:24:00,4462,1,3,1,0,"ÉoÉäçd",16
2017-04-23 16:37:00,627,1,0,0,1,"ïÅí ",17
2017-04-23 11:25:00,1892,1,1,0,0,"ÉoÉäçd",22
2017-04-23 15:39:00,604,1,2,0,1,"çd",9
2017-04-23 15:29:00,4629,1,1,0,0,"çd",7
2017-04-23 12:01:00,1568,1,0,0,1,"ÉoÉäçd",20
2017-04-23 15:28:00,1162,1,1,0,1,"çd",21
2017-04-23 15:19:00,4333,1,0,0,1,"çd",13
2017-04-23 11:55:00,4335,1,0,0,0,"çd",17
2017-04-23 14:49:00,2940,1,1,0,1,"çd",15
2017-04-23 12:01:00,925,1,0,0,1,"çd",19
2017-04-23 13:51:00,459,1,1,0,0,"ÉoÉäçd",14
2017-04-23 16:23:00,393,1,1,1,1,"çd",20
2017-04-23 16:28:00,3873,1,1,0,1,"ÉoÉäçd",9
2017-04-23 15:06:00,4395,1,1,0,0,"çd",7
2017-04-23 12:26:00,2083,1,0,0,1,"çd",9
2017-04-23 11:30:00,4398,1,0,1,0,"çd",21
2017-04-23 15:10:00,1329,1,1,1,0,"çd",8
2017-04-23 12:08:00,4730,1,1,1,1,"çd",19
2017-04-23 11:17:00,3185,1,0,0,1,"ÉoÉäçd",12
2017-04-23 11:43:00,3482,1,1,0,0,"ÉoÉäçd",20
2017-04-23 16:50:00,4650,1,0,0,0,"ÉoÉäçd",13
2017-04-23 13:08:00,2506,1,0,1,0,"ïÅí ",10
2017-04-23 11:48:00,686,1,1,1,0,"ÉoÉäçd",11
2017-04-23 12:16:00,3620,1,0,1,1,"ïÅí ",8
2017-04-23 12:47:00,1600,1,1,1,1,"ÉoÉäçd",10
2017-04-23 13:59:00,1595,1,0,0,0,"çd",21
2017-04-23 14:55:00,3388,1,1,0,1,"ÉoÉäçd",10
2017-04-23 14:56:00,871,1,1,1,1,"çd",9
2017-04-23 10:44:00,4883,1,1,1,0,"çd",14
2017-04-23 13:26:00,883,1,0,1,1,"ÉoÉäçd",19
2017-04-23 12:32:00,4500,1,2,1,0,"çd",7
2017-04-23 11:35:00,2916,1,1,0,0,"çd",23
2017-04-23 13:51:00,57,1,0,1,1,"çd",17
2017-04-23 10:16:00,232,1,0,0,1,"çd",23
2017-04-23 14:22:00,931,1,1,0,0,"çd",9
2017-04-23 13:29:00,2951,1,1,1,0,"çd",25
2017-04-23 10:20:00,4309,1,2,0,1,"ÉoÉäçd",25
2017-04-23 11:20:00,1467,1,0,0,0,"ÉoÉäçd",10
2017-04-23 13:36:00,2978,1,0,0,1,"ÉoÉäçd",17
2017-04-23 10:09:00,4493,1,1,0,1,"ÉoÉäçd",13
2017-04-23 13:11:00,2854,1,1,0,0,"çd",23
2017-04-23 12:24:00,3546,1,1,0,1,"ÉoÉäçd",7
2017-04-23 14:33:00,3449,1,1,0,1,"ïÅí ",15
2017-04-23 12:26:00,2555,1,1,0,1,"çd",15
2017-04-23 14:19:00,4360,1,1,0,0,"ÉoÉäçd",20
2017-04-23 11:37:00,4828,1,0,0,1,"çd",9
2017-04-23 12:32:00,3131,1,0,0,0,"ÉoÉäçd",16
2017-04-23 13:43:00,4204,1,1,0,1,"çd",12
2017-04-23 12:42:00,2619,1,0,0,1,"ïÅí ",10
2017-04-23 13:45:00,3294,1,1,0,0,"çd",20
2017-04-23 11:29:00,1913,1,1,0,1,"çd",21
2017-04-23 11:24:00,4570,1,2,1,1,"ÉoÉäçd",18
2017-04-23 15:29:00,4909,1,1,1,1,"çd",12
2017-04-23 07:24:00,110,1,0,0,0,"ÉoÉäçd",10
2017-04-23 13:11:00,2580,1,0,1,1,"çd",18
2017-04-23 13:56:00,439,1,2,0,0,"çd",24
2017-04-23 14:02:00,3468,1,1,0,1,"ÉoÉäçd",15
2017-04-23 15:07:00,2207,1,0,0,0,"ÉoÉäçd",21
2017-04-23 11:54:00,2659,1,0,0,1,"çd",23
2017-04-23 14:02:00,4396,1,0,1,0,"çd",14
2017-04-23 13:22:00,3655,1,3,1,0,"ÉoÉäçd",19
2017-04-23 14:26:00,2182,1,2,1,1,"çd",23
2017-04-23 10:40:00,1402,1,1,0,0,"ÉoÉäçd",8
2017-04-23 15:28:00,4720,1,0,0,0,"ÉoÉäçd",11
2017-04-23 08:43:00,4888,1,0,0,1,"çd",9
2017-04-23 11:50:00,1422,1,3,1,0,"ÉoÉäçd",24
2017-04-23 16:29:00,4703,1,2,0,0,"çd",10
2017-04-23 12:53:00,1143,1,1,1,0,"çd",17
2017-04-23 11:55:00,377,1,1,1,1,"ÉoÉäçd",19
2017-04-23 13:26:00,3847,1,2,0,0,"çd",22
2017-04-23 15:45:00,3468,1,1,1,1,"çd",23
2017-04-23 10:29:00,3010,1,2,0,0,"ïÅí ",7
2017-04-23 08:19:00,4856,1,1,0,1,"ÉoÉäçd",22
2017-04-23 13:10:00,3060,1,1,0,1,"çd",21
2017-04-23 10:38:00,3277,1,2,1,0,"çd",25
2017-04-23 15:21:00,1197,1,1,1,0,"ÉoÉäçd",12
2017-04-23 13:46:00,395,1,2,0,0,"çd",22
2017-04-23 14:25:00,3801,1,1,0,0,"ÉoÉäçd",12
2017-04-23 11:39:00,3005,1,1,0,0,"ÉoÉäçd",8
2017-04-23 14:41:00,678,1,1,0,0,"ÉoÉäçd",13
2017-04-23 15:45:00,736,1,0,1,1,"çd",9
2017-04-23 14:35:00,4253,1,1,0,1,"ïÅí ",24
2017-04-23 12:47:00,2712,1,1,0,0,"çd",8
2017-04-23 11:22:00,4876,1,1,1,0,"çd",22
2017-04-23 16:13:00,1056,1,1,0,0,"ïÅí ",23
2017-04-23 12:58:00,830,1,3,0,1,"çd",22
2017-04-23 14:24:00,1327,1,0,0,0,"ÉoÉäçd",25
2017-04-23 15:45:00,3327,1,1,0,0,"ïÅí ",24
2017-04-23 14:25:00,879,1,0,1,0,"ïÅí ",7
2017-04-23 16:51:00,591,1,3,0,0,"çd",23
2017-04-23 11:08:00,24,1,1,1,0,"ïÅí ",20
2017-04-23 13:31:00,4561,1,1,0,1,"ÉoÉäçd",11
2017-04-23 12:25:00,1870,1,0,1,0,"ïÅí ",16
2017-04-23 11:16:00,4562,1,0,0,0,"ïÅí ",20
2017-04-23 12:17:00,50,1,2,0,1,"çd",17
2017-04-23 11:42:00,1608,1,1,0,0,"çd",16
2017-04-23 11:56:00,4881,1,1,0,0,"ÉoÉäçd",12
2017-04-23 13:01:00,4535,1,1,0,1,"çd",9
2017-04-23 11:15:00,1068,1,0,0,1,"çd",14
2017-04-23 07:51:00,452,1,1,0,1,"ÉoÉäçd",16
2017-04-23 09:43:00,1200,1,1,0,1,"ïÅí ",14
2017-04-23 10:40:00,4879,1,0,0,1,"ÉoÉäçd",23
2017-04-23 14:49:00,4492,1,1,0,0,"ÉoÉäçd",20
2017-04-23 15:11:00,2166,1,1,0,0,"ïÅí ",8
2017-04-23 10:39:00,1188,1,2,0,0,"ÉoÉäçd",9
2017-04-23 07:48:00,1927,1,0,0,1,"ÉoÉäçd",17
2017-04-23 16:13:00,3391,1,0,0,1,"çd",19
2017-04-23 14:26:00,2851,1,2,0,1,"ÉoÉäçd",24
2017-04-23 11:49:00,4369,1,0,1,1,"çd",14
2017-04-23 13:13:00,1135,1,1,0,1,"Ç‚ÇÌÇﬂ",17
2017-04-23 16:29:00,2615,1,1,0,0,"Ç‚ÇÌÇﬂ",13
2017-04-23 08:12:00,4171,1,1,0,1,"ÉoÉäçd",7
2017-04-23 15:51:00,653,1,1,1,0,"ÉoÉäçd",19
2017-04-23 08:55:00,4738,1,0,0,1,"ïÅí ",18
2017-04-23 13:03:00,1767,1,3,1,0,"çd",17
2017-04-23 11:53:00,1091,1,1,0,1,"çd",14
2017-04-23 11:18:00,4129,1,1,0,0,"ÉoÉäçd",12
2017-04-23 13:48:00,3799,1,1,1,0,"ïÅí ",21
2017-04-23 09:07:00,2540,1,3,0,0,"çd",21
2017-04-23 10:42:00,2443,1,1,0,0,"çd",8
2017-04-23 12:46:00,4358,1,1,0,1,"ÉoÉäçd",23
2017-04-23 13:30:00,2701,1,0,1,0,"çd",16
2017-04-23 12:59:00,1772,1,0,0,0,"çd",23
2017-04-23 09:08:00,4143,1,1,1,0,"ÉoÉäçd",7
2017-04-23 15:27:00,816,1,1,0,0,"çd",25
2017-04-23 16:48:00,2270,1,0,0,0,"ÉoÉäçd",24
2017-04-23 09:32:00,126,1,1,0,0,"ÉoÉäçd",20
2017-04-23 07:16:00,1586,1,1,0,0,"ÉoÉäçd",21
2017-04-23 16:24:00,923,1,1,0,1,"ÉoÉäçd",16
2017-04-23 10:45:00,1187,1,0,0,1,"çd",16
2017-04-23 08:29:00,2758,1,2,0,1,"çd",10
2017-04-23 17:12:00,2327,1,0,0,1,"ïÅí ",16
2017-04-23 13:03:00,1284,1,1,0,0,"ïÅí ",18
2017-04-23 09:38:00,4070,1,1,0,0,"ïÅí ",16
2017-04-24 11:32:00,1896,1,1,0,0,"ÉoÉäçd",16
2017-04-24 14:42:00,1344,1,2,0,0,"ïÅí ",10
2017-04-24 12:10:00,3987,1,1,0,0,"ÉoÉäçd",19
2017-04-24 13:56:00,2904,1,2,0,0,"çd",9
2017-04-24 11:25:00,2821,1,0,0,0,"çd",10
2017-04-24 09:45:00,4397,1,0,0,0,"ÉoÉäçd",15
2017-04-24 11:06:00,1581,1,1,1,0,"çd",18
2017-04-24 13:19:00,4970,1,1,0,0,"ÉoÉäçd",15
2017-04-24 13:52:00,866,1,1,1,0,"ÉoÉäçd",18
2017-04-24 12:19:00,3041,1,0,0,1,"çd",19
2017-04-24 10:35:00,2910,1,2,0,0,"çd",19
2017-04-24 14:16:00,1536,1,0,1,0,"ÉoÉäçd",6
2017-04-24 11:31:00,4506,1,1,0,0,"ÉoÉäçd",15
